,Unnamed: 0,userName,content,score,thumbsUpCount,at,quarter,year
10610,10610,Google 사용자,한글자막 참 좋다.,5,0,2019-01-01 10:54:00,2019/1Q,2019
6541,6541,Google 사용자,길모어 걸스로 영어 공부를 하려고 하는데 영자막이 모두 대문자더군요 ㅠㅠ 대문자로 보기가 어려운데 소문자로 볼 순 없나요?,4,0,2019-01-01 12:40:34,2019/1Q,2019
5342,5342,Google 사용자,갤럭시탭s4에서 자막이 오른쪽으로 치우쳐 나옵니다. 수정 좀 해주세요..,4,0,2019-01-01 13:46:43,2019/1Q,2019
11111,11111,Google 사용자,화면분할 멀티탭좀 되게만들어주세요,4,0,2019-01-01 15:29:58,2019/1Q,2019
9679,9679,Google 사용자,글 잘 안올리는데 짜증나서 올립니다. 왜 자막이 나오다 안나와요? 빨리해결해주세요 새해 첫 날부터 기분이 안좋네요,1,0,2019-01-01 16:18:27,2019/1Q,2019
2078,2078,Google 사용자,"멀티스크린만 지원 안되는거랑, 시즌제 드라마나 리얼리티는 과거 시즌을 지원안해서 정주행하기 힘들어요. 이 두가지때문에 만점은 아니네요.",4,0,2019-01-01 17:15:56,2019/1Q,2019
19677,19677,Google 사용자,개꿀,5,0,2019-01-01 21:17:42,2019/1Q,2019
8219,8219,Google 사용자,아니 요금 중간 것으로 냈는데 HD 화질이라면서요 근데 왜이렇게 화질이 안좋죠? 무슨 유튜브에서 불법으로 가져온 영상 보는 것 같아요,1,0,2019-01-01 23:40:15,2019/1Q,2019
19660,19660,Google 사용자,통합자막과 듀얼 스크린 모드 적용되게 업글레이드해주세요,3,0,2019-01-02 00:33:05,2019/1Q,2019
9952,9952,Google 사용자,interactive 컨텐츠 선택지가 아예 안 떠요ㅠㅠㅠㅠㅠㅜㅠ,2,0,2019-01-02 02:07:18,2019/1Q,2019
2708,2708,Google 사용자,기능적인 문제는 사용하면서 없었고 번역과 영상재생 둘 다 만족럽네요 :),5,0,2019-01-02 05:10:12,2019/1Q,2019
4476,4476,Google 사용자,자막이 맨첨엔 나오다가 몇초뒤부터 안나와요 껏다켰다 반복해야되요 짜증나죽게ㅣㅆ어요,1,2,2019-01-02 06:42:03,2019/1Q,2019
4583,4583,Google 사용자,좋아요. 가끔씩 자막이 나오다가 안나오는 현상이 있어요. 1분정도 자막이 나오고 안나와요.,4,1,2019-01-02 07:26:48,2019/1Q,2019
4490,4490,Google 사용자,v20인데요 ㅜㅜㅜ 밴더 스내치 실행하면 자막이 올라가면서 공백으로만 되고 선택지가 안떠요,3,0,2019-01-02 18:45:47,2019/1Q,2019
1431,1431,Google 사용자,자막 사라지는거 빨리 어떻게 처리좀 해라 노트9 계속사라짐 폰재부팅해도안되고 지웠다 새로깔아도 안되고 로그아웃했다가 해도 안되고 계속안된다고!!!!,1,2,2019-01-02 20:24:21,2019/1Q,2019
11381,11381,Google 사용자,자막이 몇분 뒤에는 안보이는데 수정 좀 하죠??,1,2,2019-01-02 21:47:58,2019/1Q,2019
8046,8046,Google 사용자,아니 19세 이상이 아니면 애초에 앱 사용을 할수가 없는데 왜 도데채 스토어에서는 12세 이상이라고 표시되는데...;;,1,0,2019-01-02 22:44:48,2019/1Q,2019
1230,1230,Google 사용자,업데이트 이후 비디오 재생시 자막 선탹을 할 수 없게 되었습니다. 시청중인 컨텐츠 리스트가 예전 이전화 자막선택 부분에 덮여져 보입니다 Lg g패드 2 10.1 입니다,1,1,2019-01-03 00:33:42,2019/1Q,2019
12932,12932,Google 사용자,자막도 제대로 안나오는 쓰레기,1,2,2019-01-03 01:19:16,2019/1Q,2019
7145,7145,Google 사용자,자막사라짐현상 때문에 미치겠네요 정말 나만 그런것도 아닌듯 빨리 해결좀요,1,2,2019-01-03 01:56:53,2019/1Q,2019
1716,1716,Google 사용자,정말 잘 사용하고있어요! 번역사 좀 잘 골라주세요. 어떤 영화는 참 좋고 어떤 영화는 퀄리티가 너무 떨어져요. 한 80년대 유행어를 넣은 영화는 보다가 확 깨요. 2019년에 '야타할게' 라는 말이 뭔지 아는 사람이 어딨습니까...유행어 초월 번역좀 막아주세요...,5,63,2019-01-03 08:10:46,2019/1Q,2019
1218,1218,Google 사용자,종종 저장한 컨텐츠가 없음에도 불구하고 저장한 동영상이 너무 많아 저장할 수 없다고 떠서 아쉬워요 필요할때 저장을 못해서 저장기능을 잘 사용하지 못하고 있어요,3,0,2019-01-03 08:50:41,2019/1Q,2019
13089,13089,Google 사용자,자막 사라지는거 빨리 해결좀 해주세요,1,1,2019-01-03 11:05:35,2019/1Q,2019
10303,10303,Google 사용자,너무 좋음. 컨텐츠 풍부. 가성비 끝판왕.,5,0,2019-01-03 12:14:05,2019/1Q,2019
19671,19671,Google 사용자,Good~!!,5,0,2019-01-03 12:38:25,2019/1Q,2019
7028,7028,Google 사용자,앱에서 시청기록 삭제기능만 만들면....완벽할 넷플^^,4,1,2019-01-03 15:18:06,2019/1Q,2019
9537,9537,Google 사용자,화면 엄청 깨지고 느림,1,0,2019-01-03 17:47:20,2019/1Q,2019
2484,2484,Google 사용자,영상 재생중 자막이 자꾸 꺼집니다. 최근에 생긴 버그 같네요. 빠른 수정 바랍니다.,1,0,2019-01-03 20:16:49,2019/1Q,2019
9135,9135,Google 사용자,매우 좋습니다.😍 매우 좋습니다.😍 매우 좋습니다.😍 사랑해 하트❤❤❤ ❤❤ 사랑해 하트❤❤❤ ❤❤ 사랑해 하트❤❤❤ ❤❤ 고맙습니다. 좋은 프로그램을 준비해 주셔서 감사합니다.❤❤❤❤❤🏳️‍🌈,5,0,2019-01-03 21:04:38,2019/1Q,2019
5647,5647,Google 사용자,진심 배속기능좀 넣어주세요... 배속안하고 보니까 너무 지루해요 제발 그것만 있으면 별점 5개임,3,2,2019-01-03 22:20:43,2019/1Q,2019
12995,12995,Google 사용자,핸드폰에 접속 안됩니다..어찌된겁니까,3,0,2019-01-04 03:52:29,2019/1Q,2019
14846,14846,Google 사용자,성인인증 했는데 왜 계속 성인인증하라고 함?,1,0,2019-01-04 08:31:19,2019/1Q,2019
8798,8798,Google 사용자,이틀째부터 넷플릭스 들어가지지가 않아요. 왜 이래요,1,0,2019-01-04 10:37:39,2019/1Q,2019
4169,4169,Google 사용자,모바일 앱에서 시청시 화면에 버튼이 자꾸 뜹니다. 고객센터에 문의하니 pip모드 해제 하라는데 해결이 안되네요.,1,0,2019-01-04 15:22:45,2019/1Q,2019
11409,11409,Google 사용자,음......이거 성인만 사용가능한거엿네요....?ㅠㅠ 난 그것도모르고...흑....흑....ㅠㅠㅠㅠㅠ열심히깔앗는데에,3,0,2019-01-04 21:29:24,2019/1Q,2019
2962,2962,Google 사용자,자막이 중간에 자꾸 없어지네요... 이게 뭐 그렇게 고치기 어려운 버그인가요. 넷플릭스가 안드로이드 앱에 관심이 없다는 증거 네요.,1,2,2019-01-04 22:00:21,2019/1Q,2019
4871,4871,Google 사용자,"제가 미국 계정으로 사용을 하고 돈도 내고있는데, 한국오니까 영어자막 없어요. 왜죠? 한국영화 많아져서 좋은데 영어자막 없으니까 못보고있어요. 왜죠?",2,0,2019-01-04 23:14:38,2019/1Q,2019
