,Unnamed: 0,userName,content,score,thumbsUpCount,at,quarter,year
5360,5360,Google 사용자,"보고있던 영상이 없어지기도하나요? 제가 원래 도쿄구울 시리즈를 보고있었는데 맨처음 시즌1은 없어지고 시즌2, 3는 그대로 있네요. 시즌1 보고있었는데 이제 지원 안해주는건가요ㅜㅠ?",3,1,2019-07-01 00:57:16,2019/3Q,2019
19388,19388,Google 사용자,조아요,5,0,2019-07-01 10:16:48,2019/3Q,2019
19385,19385,Google 사용자,the abb is 😀 but to open it it's so hard to open,3,0,2019-07-01 10:24:51,2019/3Q,2019
8702,8702,Google 사용자,sk5g v50사용중인데 푹티비나 옥수수는 재생이 잘되는데 넷플리스는 계속 버퍼링만돌아서 도저히 볼수가없네요,1,0,2019-07-01 11:29:59,2019/3Q,2019
7382,7382,Google 사용자,오프닝 건더뛰기 기능은 없어진건가요??? 불편하네요 ...ㅠㅠㅠ,5,0,2019-07-01 11:58:09,2019/3Q,2019
15179,15179,Google 사용자,오나의 귀심님 한국판 있었는데 왜 없어졌나요,1,0,2019-07-01 13:23:38,2019/3Q,2019
6425,6425,Google 사용자,좋은데 오나의귀신님을 정주행하고 있었는데 갑자기 사라져서 좀 그렇네요 왜 갑자기 사라진건지 알 수 있을까요?그럼 이제 못 보는건가요?,4,1,2019-07-01 13:36:58,2019/3Q,2019
14134,14134,Google 사용자,악기랜드 이 부분에 대해 이 같이 전했다,5,0,2019-07-01 14:22:47,2019/3Q,2019
1331,1331,Google 사용자,생각보다 컨텐츠가 없는게 많아요. 게다가 시청중이던 프로그램이 돌연 사라져버려서 굉장히 황당합니다. 어제까지만 해도 잘 보고 있었는데 갑자기 사라졌어요. 검색해도 안 나오고 어플을 지웠다 깔아도 그대로고 좀 이상해요.,2,91,2019-07-01 15:46:56,2019/3Q,2019
8788,8788,Google 사용자,저기 좋긴한데 짱구는못말려도 나왔으면 좋겠네요,5,0,2019-07-01 15:53:07,2019/3Q,2019
19384,19384,Google 사용자,TV랑휴대폰같이보는데프로그램이너무다양해서눈을뗄수가없어요,5,0,2019-07-01 18:00:36,2019/3Q,2019
14804,14804,Google 사용자,오나귀가 갑자기 사라졌네요뷰ㅠㅠ,4,0,2019-07-01 19:07:33,2019/3Q,2019
15425,15425,Google 사용자,넷플 넘 죠아!짱짱♥️♥️😭,5,0,2019-07-01 20:27:45,2019/3Q,2019
19476,19476,Google 사용자,좋아요,5,0,2019-07-01 21:49:25,2019/3Q,2019
11703,11703,Google 사용자,가끔 접속오류로 실행이 안되네요,3,0,2019-07-01 21:56:30,2019/3Q,2019
8963,8963,Google 사용자,아 진짜 짜증나네 러브 데스 로봇 보려고 재가입까지했는데 19금이라고 성인인증하라고 팝엊창만뜨면서 플레이도 안되고 성인인증할라하니까 이미 등록된 전화번호라고 안되네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐 어쩌란건데요 이미등록된 번호면 상인인거 더 잘 알겠네 아니 그럼 뭐 인증 못함???? 등록된 번호는 또 뭔 개소리야 걍 돈만 가져가는거는거예요?? 혼자 알아볼 수도 없고 시스템이 뭐 이렇게 거지같애 별하나 윤곽도 아깝다 아 짜증 돈만 쳐받아가고,1,4,2019-07-01 22:32:45,2019/3Q,2019
365,365,Google 사용자,정말 다좋은데 화질 설정이 있었으면 좋겠습니다 1만4천원 짜리 이용 중인데 그에 관한 화질로 이용 중인지 의심이 됩니다 노트9사용중인데 가끔 화질에 대한 의문이 있습니다 화질설정과 화질에 따른 콘텐츠 분류가 있었으면 합니다!! (특히 애니메이션에서 많이 느낍니다),5,231,2019-07-02 04:04:20,2019/3Q,2019
19386,19386,Google 사용자,굿우웃입니다,5,0,2019-07-02 08:26:27,2019/3Q,2019
