,Unnamed: 0,userName,content,score,thumbsUpCount,at,quarter,year
13064,13064,Google 사용자,무료 사용한적도 없는데 사용했다고 사기꾼들아 리뷰도 안되네,1,0,2019-04-01 00:35:46,2019/2Q,2019
1678,1678,Google 사용자,안드로이드 업데이트 후 저장 안됩니다 해당 기기에 저장한 동영상이 많다는데 지우고 재설치 해도 똑같습니다,1,0,2019-04-01 01:40:54,2019/2Q,2019
53,53,Google 사용자,무료이용 중인데 화질이 왜 이렇게 구린지? 첨에 저화질인줄 알았는데 알고보니 그게 고화질... 설정할 수 있는 부분도 거의 없고. 무엇보다 현재 재생시간이 왜 없어요???? 볼륨 밝기 앞뒤로 슬라이드 조절 같은 건 바라지도 않음 뭐 이런ㅋㅋ 동영상앱 처음봄 ㅋㅋㅋ 그리고 중간 20초 이상 건너뛰면 로딩도 엄청김 데이터도 빵빵한 상태인데,2,5,2019-04-01 01:41:15,2019/2Q,2019
14009,14009,Google 사용자,휴대폰결제없나요,1,0,2019-04-01 15:36:17,2019/2Q,2019
4779,4779,Google 사용자,개인적으로 청불영상을 다운받고 성인인증을 했는데도 오프라인에서는 인증이 필요합니다라고 떠서 불편합니다.,3,0,2019-04-01 16:36:33,2019/2Q,2019
5900,5900,Google 사용자,영상 재생 불가 지웠다 다시 깔라해서 다시까는데 10메가에서 멈춤 ㅜㅠ,2,0,2019-04-01 20:05:59,2019/2Q,2019
8022,8022,Google 사용자,설치하고 실행하면 오류떠요 15001 뜨면서 ㅡㅡ 탭S4이고 해결방안 알려줘요,1,0,2019-04-01 20:22:24,2019/2Q,2019
15268,15268,Google 사용자,아주좋아요,5,0,2019-04-01 20:24:19,2019/2Q,2019
14801,14801,Google 사용자,ㅇㅇ 만족한다,5,0,2019-04-01 20:46:31,2019/2Q,2019
19536,19536,Google 사용자,볼게없음...,3,0,2019-04-02 01:30:55,2019/2Q,2019
6817,6817,Google 사용자,오늘 안드로이드 갤노트8 파이 OS 적용으로 업데이트하고 넷플릭스 오류 떠요 ㅠㅠ501.117 오류랍니다. 제 출퇴근길 어쩔 ㅜㅜ,5,0,2019-04-02 08:01:36,2019/2Q,2019
19714,19714,Google 사용자,최고,5,0,2019-04-02 09:19:55,2019/2Q,2019
8913,8913,Google 사용자,이중결제 됐는데 고객센터 연결이 안됨 ㅠㅠ,4,0,2019-04-02 09:26:16,2019/2Q,2019
9817,9817,Google 사용자,볼게 없음.드라마 특히 업뎃 안되어있고 실망,1,0,2019-04-02 13:49:52,2019/2Q,2019
