,Unnamed: 0,userName,content,score,thumbsUpCount,at,quarter,year
5080,5080,Google 사용자,다양한 드라마와 영화.동물에괸한 다큐멘터리 그리고 자막이 있어서 너무좋음,5,0,2020-04-01 04:59:10,2020/2Q,2020
3759,3759,Google 사용자,모바일에서 재생 오류가 심각합니다. 비슷한 사례가 많고 지속적인데 대체 언제 해결할 생각인 겁니까?,1,0,2020-04-01 07:52:55,2020/2Q,2020
5543,5543,Google 사용자,돈은 돈대로 다받아먹고 sd화질 고정이면 어쩌란거냐? 빨리 해결해라 고화질 설정이고 뭐고 다 쳐 해도 화질개선이 안된다,1,0,2020-04-01 08:51:00,2020/2Q,2020
4124,4124,Google 사용자,"다 좋은데요, sk 인터넷 사용자에겐 화질이 너무 안좋네요... 개선 되었으면 하는 마음에 별1개 드려요.",1,0,2020-04-01 10:43:05,2020/2Q,2020
18768,18768,Google 사용자,신용카드 결제만 나옵니다. 구글 결제도 가능하게 해주세요,4,3,2020-04-01 11:09:08,2020/2Q,2020
14313,14313,Google 사용자,영화 상영 편리,4,0,2020-04-01 12:11:44,2020/2Q,2020
492,492,Google 사용자,아니 제폰이 노트9입니다 보다가 음성 조절이 안대서 문의했더니 지원대지 안는 기계들이라고 일일이 음량버튼으로 소리를 줄이고 키우고 하라는군요 내가 많은 싸이트를 이용해 봤지만 재생중에 일일이 음량버튼으로 소리를 조절해야 하는곳은 이곳이 처음인거 같습니다.왜 평점이 이렇해 나쁜지 알겠고요.저번에 한번 사용했다가 불편해서 해지 했는데 오늘은 제가 뭐가 씌웠는지 결제를 해버렷네요.해지신청 했고요 앞으로 이런 간단한... 다른 싸이트 다 지원이되는데 여기만 안되는 이런거 먼저 지원해주고 홍보하세요..,1,6,2020-04-01 13:02:53,2020/2Q,2020
14948,14948,Google 사용자,기생충은 왜 없나요?,3,0,2020-04-01 13:14:23,2020/2Q,2020
8756,8756,Google 사용자,왜 대탈출 시리즈는 안나오는건가요ㅠㅠ? 꼭 보고싶은데 나오게 해주세요ㅠㅠ!!,4,0,2020-04-01 13:20:14,2020/2Q,2020
10417,10417,Google 사용자,재미있고 즐거운 시간을 보냈다,5,0,2020-04-01 15:16:25,2020/2Q,2020
3780,3780,Google 사용자,세글자로 말할수있다 이앱은 쓰레기다 검정화면만 뜨고 쓰래기도 이런 쓰레긴없다 10번중에 1번만 화면이 뜸;;; 렉도 엄청남 와 삭제,1,1,2020-04-01 15:37:40,2020/2Q,2020
18776,18776,Google 사용자,굳,5,0,2020-04-01 15:53:30,2020/2Q,2020
10649,10649,Google 사용자,삭제하면서 분명 정기결제 해제했던 걸로 기억하는데 왜 돈이 나가죠? 이렇게 비사용자 돈빼먹고 있던 건가요?,1,0,2020-04-01 17:04:03,2020/2Q,2020
11373,11373,Google 사용자,영화가 좀 더 다양했으면 조켓따,4,0,2020-04-01 18:00:22,2020/2Q,2020
14279,14279,Google 사용자,보헤미안 랩소디가 없네요ㅡㅡ,3,1,2020-04-01 18:59:58,2020/2Q,2020
16078,16078,Google 사용자,좋아요^^,5,0,2020-04-01 21:22:53,2020/2Q,2020
9705,9705,Google 사용자,오늘 몇콘콘텐츠 찜한콘텐츠에서 삭제할려고 하니안되네요? 아쉽네요 별 5개 주려다..,3,1,2020-04-01 21:43:50,2020/2Q,2020
6860,6860,Google 사용자,업데이트 후 팝업창으로 전환되지않네요..,1,0,2020-04-01 22:40:37,2020/2Q,2020
12642,12642,Google 사용자,왜 넷플릭스 에 별이 별로 없지 이해가 안돼,5,0,2020-04-02 00:12:10,2020/2Q,2020
1156,1156,Google 사용자,보다가 정지시켜두고 홈버튼으로 내려가면 음성만 자꾸 자동으로 재생되네요.. 좀 오래됐어요.. 그리고 비싼 요금 내고 보는데 화질이 너무 구려요 ㅠㅠ,2,0,2020-04-02 00:29:53,2020/2Q,2020
6836,6836,Google 사용자,계속 찜을해도 찜한 콘텐츠가 자꾸 사라지네요...ㅠ,2,1,2020-04-02 00:39:06,2020/2Q,2020
13276,13276,Google 사용자,노잼 일본애니만 업데이트됨,1,2,2020-04-02 02:07:05,2020/2Q,2020
2652,2652,Google 사용자,잘 사용하다 요새 자꾸 영상재생에 대한 에러가 나네요. 고객센터 24시간 운영되는 것도 아닌데 원하는 때에 오류때문에 못보니까 짜증나네요.,1,1,2020-04-02 03:14:45,2020/2Q,2020
18802,18802,Google 사용자,좋아요,4,0,2020-04-02 12:57:23,2020/2Q,2020
420,420,Google 사용자,데이터를 5G 사용하고 있습니다 그런데 일방적으로 자꾸 일시정지로 멈춥니다. 데이터 문제인 줄 알았는데 공유기 옆에서도 안 되네요?? 제가 너무 화가나서 몇 번 멈추는지 새어봤습니다 67분 동영상인데 124번 멈추는게 정작 돈 주고 볼만한 어플인가요? 개선 좀 부탁드립니다,1,57,2020-04-02 14:30:41,2020/2Q,2020
10172,10172,Google 사용자,"드라마중 도깨비,쌈마이웨이같은 드라마들을 좀 넣어주실수있나요??ㅠㅠ 진짜 다 좋아요",5,0,2020-04-02 15:06:18,2020/2Q,2020
16339,16339,Google 사용자,2019고하윤,1,0,2020-04-02 15:13:53,2020/2Q,2020
1377,1377,Google 사용자,"저는 주로 사극, 범죄수사 드라마/영화들을 볼때 자막을 켜고 봅니다. 하지만 한국어 자막 자체가 청각 장애인 이용자들을 위해 만들어졌기 때문인지 중간중간 (옅은 숨소리)(긴장되는 음악)등의 자막도 함께나와 몰입이 깨져버립니다. 그래서 청각장애인 분들은 위한 지금의 자막을 유지하시되, 저같은 일반인들을 위한 한국어 자막도 만들어주셨음 합니다. 부탁드립니다.",1,30,2020-04-02 15:14:41,2020/2Q,2020
