,Unnamed: 0,userName,content,score,thumbsUpCount,at,quarter,year
10423,10423,wnsqo wh,다 좋은데 일본 애니메이션 추가 좀 해주세요,4,0,2021-01-01 00:09:17,2021/1Q,2021
14161,14161,전귀한,신작영화가 없네요,1,1,2021-01-01 01:41:07,2021/1Q,2021
12382,12382,백정수,넷플릭스를 보기시작하구는 티비와 멀어지네요,4,0,2021-01-01 02:15:23,2021/1Q,2021
11925,11925,김서현,보고싶은 영화나 만화 문의 할 수 있게 해주세요^^~~,5,0,2021-01-01 02:38:11,2021/1Q,2021
18061,18061,호우준,ㅇ아애,5,0,2021-01-01 03:13:17,2021/1Q,2021
11360,11360,HeeSun Lee,화질도 좋아요.,5,0,2021-01-01 09:47:10,2021/1Q,2021
9544,9544,2021 풍남중 1 풍원제 ET. JJ,왜 보다가 끊긴거지요. 앱 실행이 안돼요.,1,0,2021-01-01 10:21:22,2021/1Q,2021
4761,4761,송Jackson,지금 pc이어서보기는 정상 작동되는데 모바일버전 이어서보기가 오류나요 6~8화 봣는데도 아직까지 6화에서 넘어가지지가 않네요 ..,3,2,2021-01-01 10:31:40,2021/1Q,2021
12112,12112,오잉오잉,프리미엄 샀는데 화질 480이네 이럴거면 왜 비싼거 산거지,1,0,2021-01-01 11:18:01,2021/1Q,2021
17710,17710,이주연,Nepalis have been the subject for q and hollys and the other two 6 and ruby 90 and hollys have been married since the last 9th anniversary was in the early years sw^₩ vivo.jjkl×!./??)~ 아 정말 잘 잘 자라고 있습니다 저는 정말 정말,5,0,2021-01-01 11:23:28,2021/1Q,2021
1627,1627,지친영혼,넷플릭스를 정말 애용하고 있고 정말 좋아하는데 TV에서는 문제가 없는데 모바일에서 문제네요 화면이 안 보이고 자막만 맨날 뜨고 영상도 보이다가 갑자기 멈춰요. 이 점 빨리 해결해 주셨으면 좋겠습니다.,5,0,2021-01-01 11:30:35,2021/1Q,2021
6693,6693,DRAGONER,맴버쉽 가입했다가 해지했는데 해지완료후에도 게속 요금이 빠져나가려고 합니다 어떻게좀 해주세요,1,0,2021-01-01 11:59:42,2021/1Q,2021
6274,6274,최민준,영화가 왜점점 사라지나요 모아나가 없어진것도 모자라서 다른영화도 없에면어떻해요!,2,0,2021-01-01 13:12:33,2021/1Q,2021
17754,17754,이장현,굳,5,0,2021-01-01 13:49:14,2021/1Q,2021
10284,10284,알파카,없을것같은건 있고 있을것같은건 없는 그것 넷플릭스,2,0,2021-01-01 14:52:06,2021/1Q,2021
17787,17787,김진석,좋아요,5,0,2021-01-01 16:52:05,2021/1Q,2021
18055,18055,박진혁,최고,5,0,2021-01-01 18:10:17,2021/1Q,2021
12361,12361,현승,시리즈가 재미있어요,5,0,2021-01-01 18:45:07,2021/1Q,2021
14330,14330,천지,회원가입이 어떡해 하는지 모르겠네요,2,0,2021-01-01 19:37:40,2021/1Q,2021
1405,1405,최정연,다 좋은데 노트북에도 배속기능 만들어주세요... 같은 넷플릭스고 인터넷 사이트 말고 앱으로 들어가도 노트북(pc는 모르겠음)은 배속기능이 없어서 불편해요 그리고 없어지는건 미리 영상을 안틀어도 확인 할 수 있게 해주세요,4,6,2021-01-01 20:39:25,2021/1Q,2021
14420,14420,이혜경,감사합니다이거 만들사람찬재,5,0,2021-01-01 20:49:11,2021/1Q,2021
6690,6690,키보드,여러 영화를 무료로 보다니 정말 대박이네요!사양도 좋아요 굿굿!,5,0,2021-01-01 21:08:16,2021/1Q,2021
18065,18065,김초딩,좋아용,5,0,2021-01-01 21:39:08,2021/1Q,2021
10668,10668,혜련,명탐정 코난이랑 문호 스트레이독스3기 나왔으면 좋겠어요....,4,0,2021-01-01 22:01:57,2021/1Q,2021
1462,1462,유진,안녕하세요 넷플릭스 정말 잘 이용하고있습니다 요즘 진격의 거인을 보고나서 다른것도 보고있는데요 아쉽게도 문호 스트레이독스 3기와 명탐정코난이 없었어요 마치 똥싸다 중간에 끊긴것처럼 내용을 못보니 아쉽더라고요😢😢 이 글을 보신다면 좋겠지만 코난이랑 문호 스트레이독스 3기 해주시면 감사하겠습니다😆 아 그래도 다른 영화랑 이것저것 많아서 너무너무잘 이용중이에요ㅜㅠ 이번 겨울에도 역시 넷플과 함께 보낼예정정정,5,25,2021-01-01 22:08:17,2021/1Q,2021
18050,18050,김핑퐁,굳,5,0,2021-01-01 22:15:40,2021/1Q,2021
8703,8703,깔끔이,안드로이드11은 언제 대응하는거지..,1,0,2021-01-01 22:22:12,2021/1Q,2021
9992,9992,박진현,다양한 영화 만화 등이 50개가 넘어요,5,0,2021-01-01 22:42:39,2021/1Q,2021
7491,7491,이한규,좋긴하나 핸드폰에서 듀얼 모니터가 불가능,1,0,2021-01-01 23:37:31,2021/1Q,2021
13929,13929,ᄋᄋ,왜 이렇게 인기 많은지 모르겠음,1,1,2021-01-01 23:53:13,2021/1Q,2021
16145,16145,이준섭,샤량해요...,5,0,2021-01-02 00:24:05,2021/1Q,2021
4788,4788,작은병아리네,진짜 없는 작품 엄청 많아서 이 정도면 Btv로 보는게 날정도로 돈내고 보는게 의미가 없어요;; 왓챠가 훨씬 작품많고 좋아여👍,1,0,2021-01-02 00:39:10,2021/1Q,2021
13944,13944,ㄴㄱ,잘보고 있네요~^^,5,0,2021-01-02 00:58:55,2021/1Q,2021
7563,7563,아슈크림,결제하는 금액 치고는 안에 컨텐츠가 너무 적어요...ㅜ,4,0,2021-01-02 01:07:37,2021/1Q,2021
9038,9038,훠궈매니아,구매할려는데 왠이상한 나라언어로 돼있어서 구매도못하고 보니까 언어도 걔정만든후바꿀수있어서 못보고있네요 이걸 영어로 아니면 한국어로해주세요,1,2,2021-01-02 02:28:58,2021/1Q,2021
3739,3739,이철,영상볼때 터치하면 유튜브처럼 위에 뜨는거 사라져야하는데 난 화면밝기 조절하는거만 사라짐 폰 재부팅하거나 지웟다 다시깔아도 그대로임 어떻개해야함?,1,2,2021-01-02 03:08:27,2021/1Q,2021
6281,6281,철린이TV,넷플에서 볼만한것들 몇가지 빼고는 너무 볼게없어요 어느정도 월정액을 낮춰주든지...정말 신선한 장르들로 돈이 아깝지않아야하는데 이건 뭐 돈이 아까워지네요 이제 그만 보겠습니다.,1,2,2021-01-02 08:15:55,2021/1Q,2021
5127,5127,정jung,며칠전부터 계속 화면이 멈추고 화질도 너무 안좋아요,3,0,2021-01-02 08:48:53,2021/1Q,2021
17760,17760,주연이,굳,5,0,2021-01-02 09:37:53,2021/1Q,2021
7921,7921,박선영,화면끊김이 너무 심해서 볼수가없음,2,0,2021-01-02 09:39:03,2021/1Q,2021
14294,14294,허경,네플릭스 없음 여가생활안됨,5,0,2021-01-02 11:38:36,2021/1Q,2021
6588,6588,김기봉,"킬링타임용 으로는 좋은데, 선택의폭이 생각보다는 넓지않음",5,0,2021-01-02 12:07:59,2021/1Q,2021
13398,13398,김효성,19금이아닌데 재밌는걸 찾기가 힘들어요,5,0,2021-01-02 14:51:13,2021/1Q,2021
17836,17836,88 St.,유용함니다,5,0,2021-01-02 14:58:36,2021/1Q,2021
5296,5296,이지예,팝업창일때 화면크기조절 가능하게해주세요 너무작음,4,0,2021-01-02 15:01:12,2021/1Q,2021
13598,13598,우르,좋아요 시간 잡아먹는 괴물,5,0,2021-01-02 16:25:41,2021/1Q,2021
8251,8251,김나희,종류가 조금만 더 많으면 좋겠지만 너무 좋습니다,5,0,2021-01-02 16:33:55,2021/1Q,2021
13177,13177,haein,가족과 함께할수있는 시간이 늘어납니다,5,0,2021-01-02 17:05:08,2021/1Q,2021
11937,11937,온더로드,한달 무료 안되고 바로 결제가 됬어요. 이게 뭔가요?,1,0,2021-01-02 17:31:35,2021/1Q,2021
6648,6648,Leen Ann,앱 열려하면 이미 설치되어있다면서 막상 누르면 또 계속 이메일 비번 인증하라고 하네요...,4,1,2021-01-02 18:34:43,2021/1Q,2021
12410,12410,하늘천따지,폰에서 결제취소할수있는 방법 좀...,2,0,2021-01-02 19:41:48,2021/1Q,2021
6394,6394,권순우,우선 넷플릭스는 정말 유용한 앱이라고 생각합니다. 그런 생각에 의해 넷플릭스를 잘 이용하고 있는 사용자입니다. 그렇게 많이 사용하다보니 넷플릭스의 단점들도 많이 알게되었습니다. 넷플릭스는 성인들을 위한 컨텐츠라며 성인인증을 하게 되어있습니다. 그러나 성인 인증을 한 후에 컨텐츠를 시청할 때 엄청나게 과도한 모자이크에 의해 시청이 어렵다고 느꼈습니다. 성인을 위한 컨텐츠이고 성인인증까지 하고 보는것인데 모자이크로 화면을 가려 시청을 방해합니다. 저는 성인을 위한 컨텐츠라며 모자이크로 화면을 가리며 시청을 방해하고 흐릿한 모자이크에 소리를 들으며 감상을 하다보니 어이없고 화가 났습니다. 이러려고한 성인인증과 성인을 위한 컨텐츠로 나눠놓은것이 아닐텐데 이러한 단점들을 개선해 나아간다면 넷플릭스는 다양한 스트리밍 어플 중 당연시 최고의 어플이 될수 있을거라 생각합니다. 꼭 개선 부탁드립니다.,1,35,2021-01-02 19:48:11,2021/1Q,2021
15650,15650,WhiteD,말해무엇한가,5,0,2021-01-02 19:54:26,2021/1Q,2021
5066,5066,옥세준,계속틀때마다 끈켜요 이게뭐예요 내돈내고 보는건데 화병나서 못보겠네진짜 솔직히 1점도아깝다,1,0,2021-01-02 20:55:03,2021/1Q,2021
23005,23005,J 91,굳,5,0,2021-01-02 21:31:36,2021/1Q,2021
5209,5209,racism dify,"카테고리 구성 진짜 별로네요, 원하는 거 찾기 너무 어려워요.",1,0,2021-01-02 22:21:48,2021/1Q,2021
3193,3193,\박하,모바일버전 너무 좋아요! 업뎃있을때 오류나는거 빼고 그외는 오류없이 잘 됩니다 잘쓰구잇어요~,5,3,2021-01-02 22:34:44,2021/1Q,2021
6671,6671,조동규,HD 요금제 써도 프리미엄폰 아니면 hd 안됩니다 이럴거면 왜 홍보하는지;; 핸드폰은 hd 지원하는디 어이가 없네,1,0,2021-01-02 22:52:31,2021/1Q,2021
2134,2134,최정인,진짜 좋아요. 영화가 다양하고 화질도 깔끔하구요. 다만 칸이 있으면 좋겠어요. 나중에 보려고 저장해 뒀는데 기간이 만료되었는지 사라진 경우도 왕왕 있어서 아쉽네요.,5,4,2021-01-02 22:55:24,2021/1Q,2021
17751,17751,IAMSEHOON,최고 똑똑해,5,0,2021-01-02 23:07:10,2021/1Q,2021
2338,2338,응,"다 좋은데 렉이 너무 심하고 비교는 아니지만 왓챠에는 유명한 영화들 많은데 넷플릭스 드라마,영화 별로 없어요 왓챠에는 무한도전,기생충,해리포터 많은데 .. 넷플릭스는 넷플릭스에서 만든것만 많이 나오네",3,0,2021-01-03 01:31:36,2021/1Q,2021
3152,3152,오유나,자막은 잘안되도 넘 좋네요~ 이 앱을 다운로드하셔야지 얼마나 편리하고 좋은지 알 수 있어요! 결론: 매우 좋습니다!!!!!😉,5,2,2021-01-03 01:42:10,2021/1Q,2021
18067,18067,ji hae,👍,5,0,2021-01-03 02:44:44,2021/1Q,2021
11393,11393,뜨아거,한국어 cc 제거한 자막도 해주세요 어려운일 아니잖아요,5,0,2021-01-03 03:36:00,2021/1Q,2021
18087,18087,송치재,굿,5,0,2021-01-03 03:41:28,2021/1Q,2021
2304,2304,•o•,넷플릭스 아주 좋아하는데요 최근 들어 렉이 자주 걸리네요 하루 이틀도 아니고 이주일 동안 계속 되는게 너무 짜증나요 렉이 고치려고 어플을 지웠다가 다시 깔아보기도 했는데 안고쳐지더라고요,2,2,2021-01-03 04:55:27,2021/1Q,2021
17799,17799,이마링,좋네요,5,0,2021-01-03 08:54:06,2021/1Q,2021
13788,13788,앵두도령,너무좋아요 넷플릭스,5,0,2021-01-03 09:25:20,2021/1Q,2021
15712,15712,김연중,접근 수월해요,5,0,2021-01-03 09:34:19,2021/1Q,2021
13506,13506,B N,화면이 안보임,1,0,2021-01-03 10:57:58,2021/1Q,2021
10986,10986,뽀을,아니 로그인을 하려는데 왜 다 계정이 없는 계정이라고 하는거죠 ? 그리고 카톡 같은거로 연동돼게 해주세요 ..,1,0,2021-01-03 12:23:17,2021/1Q,2021
17801,17801,한병근,굿,5,0,2021-01-03 14:57:44,2021/1Q,2021
1227,1227,김소라,전생했더니 슬라임이었던건에 대하여 다음 편이 있어야하는데 없네요. 24편에서 알맞지 않게 끝나 찾아 보았는데 24화가 아닌 25화 까지 있어요. 그리고 또다른 에피소드(OA?)가 있더라고요. 근데 넷플릭스에 없어서 아쉬워요. (OA에서 뒤에 한글자가 더있음),4,14,2021-01-03 16:06:55,2021/1Q,2021
10759,10759,막만똔,집사람이 중국인이라 같이보려면 중국어 한글 같이 자막으로 나왔으면 하는데 방법이 없나요?,5,0,2021-01-03 21:30:31,2021/1Q,2021
